seller,units_sold,avg_selling_price,avg_market_value,avg_profit
bobby rahal volvo jaguar land rover,67,9277.61,9513.43,-235.82
paramus ford inc,69,9575.36,9810.87,-235.51
metro auto wholesale llc,5,17940.0,18175.0,-235.0
napleton auto werks of ind,5,15080.0,15315.0,-235.0
bmw of charlottesville,5,5400.0,5635.0,-235.0
bill cramer chevrolet cadi bpg,3,15100.0,15333.33,-233.33
springfield chrysler auto mart,9,10944.44,11177.78,-233.33
acura of gainesville,3,11800.0,12033.33,-233.33
scott volkswagen,3,4383.33,4616.67,-233.33
remarketing by ge/eglin fcu,13,10038.46,10271.15,-232.69
the bmw store,49,10660.2,10892.86,-232.65
howard orloff imports inc,14,19850.0,20082.14,-232.14
autonation ford burleson,11,9800.0,10031.82,-231.82
automax,19,8863.16,9094.74,-231.58
city of sharonville,4,3387.5,3618.75,-231.25
heritage acceptance corp,4,1875.0,2106.25,-231.25
hyundai longueuil,4,4150.0,4381.25,-231.25
easy car leasing llc dba brac of birmingham,92,21994.57,22225.0,-230.43
ed voyles chrysler jeep inc,37,14194.59,14425.0,-230.41
buick gmc of mahwah,54,11875.93,12106.02,-230.09
with style auto sales inc,5,7240.0,7470.0,-230.0
empire automotive group inc,5,6700.0,6930.0,-230.0
curry honda,5,22480.0,22710.0,-230.0
mckenna porsche,5,45650.0,45880.0,-230.0
auto express,11,19718.18,19947.73,-229.55
grow financial fcu,259,8212.55,8441.89,-229.34
remarketing by ge/astera credit union,15,6133.33,6361.67,-228.33
rick hendrick dodge chrysler jeep ram,73,5671.23,5899.32,-228.08
classic audi,9,14550.0,14777.78,-227.78
subaru of clear lake,19,4528.95,4756.58,-227.63
ken garff st. george ford lincoln,12,17345.83,17572.92,-227.08
jenkins hyundai,85,12627.06,12854.12,-227.06
inland chevrolet,50,4217.0,4444.0,-227.0
jm & lf inc,39,5500.0,5726.92,-226.92
ford country,59,13594.07,13820.34,-226.27
buddy foster collision & towing center inc,2,4750.0,4975.0,-225.0
bargain wheels llc,1,1600.0,1825.0,-225.0
universal toyota,3,7900.0,8125.0,-225.0
j&n motors,2,20600.0,20825.0,-225.0
car now acceptance co/richmond,1,1800.0,2025.0,-225.0
auto advantage finance inc,3,3433.33,3658.33,-225.0
carbucks of carolina inc,1,1000.0,1225.0,-225.0
affordable transportion co,1,850.0,1075.0,-225.0
anderson motor company of crystal lake inc,2,26700.0,26925.0,-225.0
great deals auto sales inc,2,1425.0,1650.0,-225.0
jim russ pre-owned outlet,1,1500.0,1725.0,-225.0
puente hills financing llc,1,2100.0,2325.0,-225.0
rockland fcu,2,10050.0,10275.0,-225.0
apperson enterprises llc,1,1300.0,1525.0,-225.0
automotive online solutions inc,1,8000.0,8225.0,-225.0
orange county auto wholesale,1,550.0,775.0,-225.0
jerrys toyota inc,3,16050.0,16275.0,-225.0
ridgewood auto brokers,1,600.0,825.0,-225.0
lnm enterprises llc,1,8300.0,8525.0,-225.0
car credit finance llc,2,4250.0,4475.0,-225.0
brantford kia,2,23050.0,23275.0,-225.0
titlemax/el cajon ca1,2,2300.0,2525.0,-225.0
austin's auto sales llc,1,1350.0,1575.0,-225.0
remarketing by ge/arnie yusim leasing,9,13822.22,14047.22,-225.0
gl southfield llc,6,4558.33,4783.33,-225.0
fremont auto sales inc,1,950.0,1175.0,-225.0
salem auto sports inc,1,1000.0,1225.0,-225.0
massey automotive inc,4,20575.0,20800.0,-225.0
road master auto group inc,1,3100.0,3325.0,-225.0
northeast motor co,1,8250.0,8475.0,-225.0
red sail automotive,1,800.0,1025.0,-225.0
columbia motors inc,1,700.0,925.0,-225.0
albo auto sales,2,2050.0,2275.0,-225.0
az exchange llc,2,4000.0,4225.0,-225.0
valley auto wholesalers,1,625.0,850.0,-225.0
boardwalk auto,1,4100.0,4325.0,-225.0
remarketing by ge/first financial fcu,4,11100.0,11325.0,-225.0
reliable auto sales,10,1732.5,1957.5,-225.0
onemain rem/eurosport auto,1,1800.0,2025.0,-225.0
perception motorsport inc,1,450.0,675.0,-225.0
xpress auto service,1,450.0,675.0,-225.0
hebron auto sales inc,3,6550.0,6775.0,-225.0
certified auto sales,1,1000.0,1225.0,-225.0
onemain rem/east bank financial,2,4750.0,4975.0,-225.0
a179,1,5500.0,5725.0,-225.0
century credit union,2,10600.0,10825.0,-225.0
tmx finance of florida inc,1,800.0,1025.0,-225.0
warner auto center llc,1,4000.0,4225.0,-225.0
susquehanna bank pa,1,4200.0,4425.0,-225.0
cars galleria llc,1,1800.0,2025.0,-225.0
sawgrass infiniti,19,20344.74,20567.11,-222.37
flag/bert smith euro collection,9,24133.33,24355.56,-222.22
safco,9,7533.33,7755.56,-222.22
capps van & car rental,9,26144.44,26366.67,-222.22
summit view auto llc,8,4337.5,4559.38,-221.88
fiserv/regional acceptance corp,29,7875.86,8097.41,-221.55
remarketing by ge/mission fcu,13,9584.62,9805.77,-221.15
laurel kia,38,7811.84,8032.89,-221.05
win hyundai carson,19,7310.53,7531.58,-221.05
black tie classics llc,126,5521.03,5742.06,-221.03
gainesville nissan,6,11333.33,11554.17,-220.83
reed nissan,12,12941.67,13162.5,-220.83
five points auto group inc,11,945.45,1165.91,-220.45
stratton auto sales inc,170,19632.94,19853.38,-220.44
apple ford inc,16,16159.38,16379.69,-220.31
wesley chapel toyota,16,8162.5,8382.81,-220.31
land rover palm beach,86,30168.6,30388.37,-219.77
land rover of alexandria,19,15384.21,15603.95,-219.74
access finance,14,3807.14,4026.79,-219.64
north state acceptance,291,4691.07,4910.4,-219.33
route 44 hyundai,22,1576.14,1795.45,-219.32
marple fleet leasing,48,11577.08,11796.35,-219.27
premier motor/cars,8,10187.5,10406.25,-218.75
bmw north america,264,41611.17,41829.55,-218.37
elite auto group llc,22,9459.09,9677.27,-218.18
emkay inc,303,12570.46,12787.79,-217.33
aex credit services,109,1978.21,2195.18,-216.97
new holland toyota,3,21550.0,21766.67,-216.67
benz/beamer,3,15650.0,15866.67,-216.67
jefferson bank leasing service division,3,20366.67,20583.33,-216.67
j & r car and truck center llc,3,27450.0,27666.67,-216.67
ford motor credit company llc,19162,17793.56,18009.95,-216.39
pacific porsche,19,7376.32,7592.11,-215.79
valley car credit llc,16,1421.88,1637.5,-215.63
kar motors inc,85,8159.41,8375.0,-215.59
gettel hyundai of lakewood,45,4594.44,4810.0,-215.56
faulkner olds inc,5,4510.0,4725.0,-215.0
napat limited,5,3090.0,3305.0,-215.0
remarketing by ge/penske truck lsg fleet sales,57,15475.44,15690.35,-214.91
northtown lexus,12,27637.5,27852.08,-214.58
volkswagen of gainesville,4,15450.0,15662.5,-212.5
friendly motors llc,2,5100.0,5312.5,-212.5
velocity motors,2,4000.0,4212.5,-212.5
repo remarketing/credit union of colorado,2,12350.0,12562.5,-212.5
vista motors,2,3150.0,3362.5,-212.5
brickory sales llc,2,9300.0,9512.5,-212.5
little apple toyota honda,2,10500.0,10712.5,-212.5
government fleet sales llc,4,3125.0,3337.5,-212.5
horizon auto sales,2,2850.0,3062.5,-212.5
hayward nissan,2,500.0,712.5,-212.5
page honda of bloomfield,8,4831.25,5043.75,-212.5
toyota of boardman,4,10875.0,11087.5,-212.5
stevens creek auto imports,9,6650.0,6861.11,-211.11
burns kull inc,193,4289.9,4500.78,-210.88
ars/enterprise rac,58,21503.45,21714.22,-210.78
top finance co inc,8,6393.75,6603.12,-209.38
coggin toyota at the avenues,178,3474.3,3683.57,-209.27
onesource/toyota of hollywood,54,15134.26,15343.52,-209.26
chapman ford of lancaster,6,24566.67,24775.0,-208.33
feeny chrysler jeep dodge inc,3,18000.0,18208.33,-208.33
rizza buick gmc cadillac inc,3,10466.67,10675.0,-208.33
knoxville wholesale llc,3,3566.67,3775.0,-208.33
auto fleet sales inc,3,6266.67,6475.0,-208.33
john pauls automotive,9,19588.89,19797.22,-208.33
avenue motors,3,8766.67,8975.0,-208.33
right honda,32,10934.38,11142.19,-207.81
darcars of rockville inc,29,3568.97,3776.72,-207.76
bank liberty,10,4780.0,4987.5,-207.5
treasure coast toyota of stuart,64,6588.28,6795.7,-207.42
car and truck rentals,94,13439.36,13646.54,-207.18
la costa auto sales,7,18635.71,18842.86,-207.14
primeritus remarketing/vonuc motors,7,11171.43,11378.57,-207.14
valley auto center,7,2225.0,2432.14,-207.14
kuhn honda,22,4050.0,4256.82,-206.82
ahfc/honda lease trust/hvt  inc.,2537,14826.74,15033.36,-206.61
georgia's own credit union,27,7198.15,7404.63,-206.48
auto lender liquidation center,209,5694.14,5900.6,-206.46
hamilton auto sales inc,4,1987.5,2193.75,-206.25
bank of america,586,15338.14,15544.2,-206.06
v/m auto broker,42,3980.95,4186.9,-205.95
stephen wade auto center,18,7197.22,7402.78,-205.56
balboa thrift & loan association,61,8912.3,9117.62,-205.33
frontline auto remarketing llc,29,4096.55,4301.72,-205.17
poway honda,10,3130.0,3335.0,-205.0
a town auto brokers,5,13860.0,14065.0,-205.0
rdr car truck van rentals,5,16560.0,16765.0,-205.0
southwest financial llc,6,1450.0,1654.17,-204.17
lia honda,26,15261.54,15465.38,-203.85
courtney leasing inc,70,15271.43,15475.0,-203.57
coggin acura,54,5499.07,5701.85,-202.78
brown & brown chevrolet hyundai inc,9,4016.67,4219.44,-202.78
autonation ford lincoln orange park,55,3691.82,3894.55,-202.73
lafontaine nissan inc,19,5431.58,5634.21,-202.63
mercedes-benz/hertz wholesale advantage,28,31630.36,31832.14,-201.79
grossinger city toyota,23,3613.04,3814.13,-201.09
autonation honda sanford,131,3375.57,3576.53,-200.95
primeritus remarketing / chesterfield impor,193,5909.84,6110.1,-200.26
primeritus financial services,2,10850.0,11050.0,-200.0
jj & o auto sales,2,6200.0,6400.0,-200.0
candor inc,2,3425.0,3625.0,-200.0
778025 alberta ltd,1,11000.0,11200.0,-200.0
nu-way autos,1,1350.0,1550.0,-200.0
red tag center,1,27500.0,27700.0,-200.0
rojamac auto brokers,1,9900.0,10100.0,-200.0
my store 11 inc,1,3900.0,4100.0,-200.0
first financial bank n.a.,1,2700.0,2900.0,-200.0
cal rentals,5,16760.0,16960.0,-200.0
gary smith ford inc,7,18728.57,18928.57,-200.0
showcase automotives,2,250.0,450.0,-200.0
mt moriah auto sales inc,1,29200.0,29400.0,-200.0
fairchild wholesale,1,28500.0,28700.0,-200.0
alpha auto wholesale,2,5700.0,5900.0,-200.0
m l p auto sales,1,12400.0,12600.0,-200.0
phoenix rsng corporation,1,29900.0,30100.0,-200.0
big valley ford inc,1,20500.0,20700.0,-200.0
walts auto sales,1,19100.0,19300.0,-200.0
zboyz motors llc,1,17000.0,17200.0,-200.0
all stars auto,1,16250.0,16450.0,-200.0
whitewater motors inc,4,15787.5,15987.5,-200.0
virginia truck & trailer sales inc,1,23000.0,23200.0,-200.0
mmcc financial corporation,2,5250.0,5450.0,-200.0
the lexus store of lexington,1,20500.0,20700.0,-200.0
grand auto exchange llc,1,17400.0,17600.0,-200.0
i 80 auto sales,1,16300.0,16500.0,-200.0
bob penkhus mitsubishi,1,3300.0,3500.0,-200.0
lendmark financial services/cumming,1,6900.0,7100.0,-200.0
lariche toyota subaru inc,5,10760.0,10960.0,-200.0
sill terhar motors inc,1,20500.0,20700.0,-200.0
ez motors llc,1,2000.0,2200.0,-200.0
speedway motors llc,1,20500.0,20700.0,-200.0
one stop auto sales,2,4250.0,4450.0,-200.0
bourassa chevrolet buick gmc ltee,1,2600.0,2800.0,-200.0
wholesale auto dealer,2,7325.0,7525.0,-200.0
cash cow auto sales inc,2,5550.0,5750.0,-200.0
j d byrider of flint,1,1000.0,1200.0,-200.0
auto rammal inc,1,1850.0,2050.0,-200.0
colledona auto sales inc,1,1300.0,1500.0,-200.0
bedford ford buick gmc,1,15100.0,15300.0,-200.0
the fifth gear llc,1,1200.0,1400.0,-200.0
titlemax/dallas tx2,2,900.0,1100.0,-200.0
excel fcu,1,8600.0,8800.0,-200.0
our local dealer,1,10100.0,10300.0,-200.0
hosick motors inc,1,45000.0,45200.0,-200.0
autonation ford mobile,1,300.0,500.0,-200.0
l & l sales of mexia llc,1,7000.0,7200.0,-200.0
community financial fcu,1,38000.0,38200.0,-200.0
independent auto brokers,2,21600.0,21800.0,-200.0
jay north llc,1,15400.0,15600.0,-200.0
hawks collision repair center inc,2,3525.0,3725.0,-200.0
southern motors acura,2,25650.0,25850.0,-200.0
league motor sports llc,1,850.0,1050.0,-200.0
titlemax/woodbridge va5,1,3200.0,3400.0,-200.0
nissan dealer blend/nissan of south holland,2,17250.0,17450.0,-200.0
tamayo and sons auto sales,1,1200.0,1400.0,-200.0
main street auto sales,2,2950.0,3150.0,-200.0
honda of seattle,2,28000.0,28200.0,-200.0
autonation chrysler dodge jeep ram bellevue,1,15000.0,15200.0,-200.0
ars/manheim auctions,5,17500.0,17700.0,-200.0
king is back inc,1,12200.0,12400.0,-200.0
g&f autos inc,1,20500.0,20700.0,-200.0
findlay fiat,1,18000.0,18200.0,-200.0
ford of augusta,1,11800.0,12000.0,-200.0
brothers auto sales llc,1,800.0,1000.0,-200.0
b & b auto group,1,2800.0,3000.0,-200.0
1st capital finance,1,400.0,600.0,-200.0
bobs motors,1,800.0,1000.0,-200.0
markis and markis auto brokers,1,9400.0,9600.0,-200.0
park national bank,2,3375.0,3575.0,-200.0
barrington imports corporation,2,21250.0,21450.0,-200.0
jacques auto sales,3,2200.0,2400.0,-200.0
continental auto inc,1,2700.0,2900.0,-200.0
john johnsons cars,1,3200.0,3400.0,-200.0
bedard bros auto sales inc,3,16433.33,16633.33,-200.0
professional services of new york ltd,2,7700.0,7900.0,-200.0
chevrolake motorcars (2002) inc,1,28200.0,28400.0,-200.0
primeritus remarketing/lai,5,7740.0,7940.0,-200.0
bell ways auto sales llc,1,3250.0,3450.0,-200.0
coggin honda,114,3722.81,3922.37,-199.56
donlen corporation,1326,13519.57,13718.63,-199.06
main line honda,10,11970.0,12167.5,-197.5
carson honda,10,3025.0,3222.5,-197.5
remarketing by ge/finance & thrift company,30,7351.67,7549.17,-197.5
delta audi delta porsche delta subaru,9,21600.0,21797.22,-197.22
c & b motors,134,6898.13,7094.96,-196.83
northway automotive inc,31,9316.13,9512.1,-195.97
autos en gros,6,9616.67,9812.5,-195.83
j and e auto sales inc,6,11258.33,11454.17,-195.83
primeritus remarketing/jack's auto sales,11,5581.82,5777.27,-195.45
fidelity bank,148,15201.35,15396.79,-195.44
evergreen auto sales,5,1830.0,2025.0,-195.0
fairfield chevrolet cadillac,14,25889.29,26083.93,-194.64
doan buick gmc,9,14505.56,14700.0,-194.44
p & w foreign car service inc,13,23615.38,23809.62,-194.23
canadian auto remarketing,43,14174.42,14368.6,-194.19
courtesy chrysler jeep dodge,217,5420.74,5614.75,-194.01
onemain rem/hanson auto repair,4,9725.0,9918.75,-193.75
fuccillo kia of cape coral,25,11904.0,12097.0,-193.0
waldorf chrysler jeep,47,3443.62,3635.64,-192.02
crossroads car sales llc,3,3066.67,3258.33,-191.67
red rock automotive,6,2925.0,3116.67,-191.67
titlemax/las vegas nv35,3,3066.67,3258.33,-191.67
automotive dynamics,6,17958.33,18150.0,-191.67
del valle auto sales,3,18950.0,19141.67,-191.67
one main remarketing/global trade,3,5100.0,5291.67,-191.67
fast cash title loans,3,2550.0,2741.67,-191.67
sugar loaf ford linc mrc inc,3,17066.67,17258.33,-191.67
toyota of melbourne,6,8850.0,9041.67,-191.67
car saver,12,10516.67,10708.33,-191.67
weikert ford inc,8,14975.0,15165.63,-190.62
the hertz corporation,18299,13709.12,13898.46,-189.34
honda of escondido,9,3905.56,4094.44,-188.89
best wheels imports  llc,13,3334.62,3523.08,-188.46
crown hyundai,21,7180.95,7369.05,-188.1
remktgedge/ruan inc,2,24600.0,24787.5,-187.5
us community credit union,4,6425.0,6612.5,-187.5
marquinas enterprises,2,3700.0,3887.5,-187.5
mercado motors,2,9850.0,10037.5,-187.5
price ford,4,25387.5,25575.0,-187.5
your community bank,2,1250.0,1437.5,-187.5
beach bound auto sales llc,6,3500.0,3687.5,-187.5
amery chevrolet inc,2,4050.0,4237.5,-187.5
car land of macon llc,4,7325.0,7512.5,-187.5
mercedes benz of denver,4,16625.0,16812.5,-187.5
jim hudson hyundai,10,4400.0,4587.5,-187.5
wheels exchange llc,3475,11660.53,11847.33,-186.8
longs auto place inc,7,9100.0,9285.71,-185.71
metro wholesale outlet inc,123,11547.15,11730.69,-183.54
dick sneeringer,3,14900.0,15083.33,-183.33
allied first bank,3,3933.33,4116.67,-183.33
doug marine motors inc,12,17358.33,17541.67,-183.33
autonation honda at bel air mall,6,7358.33,7541.67,-183.33
motor werks of hoffman estates inc,9,15688.89,15872.22,-183.33
honda world,59,6264.41,6446.61,-182.2
exotic leasing & sales,7,11235.71,11417.86,-182.14
alvand auto sales inc,7,5485.71,5667.86,-182.14
honda village,14,20328.57,20510.71,-182.14
crews chevrolet,59,4033.9,4215.68,-181.78
ted britt ford lincoln,8,32606.25,32787.5,-181.25
remarketing by ge/inova federal credit union,32,13217.19,13398.44,-181.25
lexus of orland,4,13400.0,13581.25,-181.25
prestige auto sales and rentals,4,10950.0,11131.25,-181.25
tanskys sawmill toyota inc,9,3608.33,3788.89,-180.56
hertz corporation/gdp,2637,16891.11,17071.35,-180.24
andys auto sales,5,1540.0,1720.0,-180.0
tonnele auto sales llc,5,2440.0,2620.0,-180.0
five star dodge,115,2972.61,3152.39,-179.78
toyota of stafford,80,5940.31,6120.0,-179.69
remarketing by ge/manheim el paso,6,13325.0,13504.17,-179.17
sun coast fleet services,14,19314.29,19492.86,-178.57
boggess automotive group llc,7,20271.43,20450.0,-178.57
platinum motor cars,71,27047.18,27225.35,-178.17
brandywine motor cars inc,36,15694.44,15872.22,-177.78
ft knox fcu,29,8524.14,8701.72,-177.59
maritime motors of fairfield inc,49,18436.73,18613.27,-176.53
mercedes-benz of palm beach,52,16307.69,16484.13,-176.44
financial services remarketing (repos),169,22981.95,23158.28,-176.33
bmw gallery,56,13997.32,14173.21,-175.89
22nd street motors inc,30,9671.67,9847.5,-175.83
national auto sales inc,6,3558.33,3733.33,-175.0
direct sales and leasing,5,11220.0,11395.0,-175.0
atlantic automotive group,1,400.0,575.0,-175.0
drive now acceptance,1,1500.0,1675.0,-175.0
title max/semmes1-al1,1,1150.0,1325.0,-175.0
republic finance llc/gramercy,1,600.0,775.0,-175.0
easy car financial inc,1,1200.0,1375.0,-175.0
stag auto sales inc,3,3533.33,3708.33,-175.0
car cash loans,1,4000.0,4175.0,-175.0
w h finance inc,1,2300.0,2475.0,-175.0
frontier fine cars,1,3400.0,3575.0,-175.0
titlemax/rio rancho,2,3350.0,3525.0,-175.0
national kidney foundation,1,300.0,475.0,-175.0
hobbs auto sales inc,1,3700.0,3875.0,-175.0
bendary car corp,6,17658.33,17833.33,-175.0
carco sales & finance,2,2875.0,3050.0,-175.0
brown's volkswagen suzuki,28,4298.21,4473.21,-175.0
premier automotive imports of ca llc,4,11000.0,11175.0,-175.0
sarah impex inc,1,800.0,975.0,-175.0
zippy rent a car llc,1,4000.0,4175.0,-175.0
akins auto sales,1,2000.0,2175.0,-175.0
harvard ford llc,1,7600.0,7775.0,-175.0
onemain rem/metropolitan classic cars inc,4,13625.0,13800.0,-175.0
auto auction of san diego,3,1616.67,1791.67,-175.0
baierl toyota,1,850.0,1025.0,-175.0
blazer motors i35,1,2950.0,3125.0,-175.0
mid ohio auto sales llc,1,400.0,575.0,-175.0
nicholas financial inc/austell,1,4700.0,4875.0,-175.0
pic & pay auto,1,2400.0,2575.0,-175.0
anchor finance,1,4700.0,4875.0,-175.0
remarketing by ge/east town auto sales,1,6700.0,6875.0,-175.0
the car store  inc.,1,250.0,425.0,-175.0
a & m auto sale,1,7000.0,7175.0,-175.0
lobo motors,2,1725.0,1900.0,-175.0
middletown ford inc,1,4800.0,4975.0,-175.0
easter seals of wisconsin,1,250.0,425.0,-175.0
hamzah auto sales,1,400.0,575.0,-175.0
hi class auto sales inc,6,18166.67,18341.67,-175.0
alberta recreation vehicles ltd,1,3600.0,3775.0,-175.0
ted britt chevrolet,2,7450.0,7625.0,-175.0
sal auto,1,550.0,725.0,-175.0
landers mclarty nis merc benz of huntsville,12,15333.33,15508.33,-175.0
mazda gallery,4,6175.0,6350.0,-175.0
clark county credit union,1,6300.0,6475.0,-175.0
advantage rent a car a/r,1,9000.0,9175.0,-175.0
drexel auto sales,1,7800.0,7975.0,-175.0
interlease corporation,9,5900.0,6075.0,-175.0
roseville buick gmc,2,20100.0,20275.0,-175.0
checkpoint auto sales,1,2900.0,3075.0,-175.0
hk imports inc,2,17500.0,17675.0,-175.0
we buy cars inc.,2,11000.0,11175.0,-175.0
car guy tz,4,5550.0,5725.0,-175.0
gta motors,1,1000.0,1175.0,-175.0
let'em ride autos incorporated,1,500.0,675.0,-175.0
spring motor sport,1,3800.0,3975.0,-175.0
onemain rem/safeen motors,1,7600.0,7775.0,-175.0
bredemann chevrolet,4,15450.0,15625.0,-175.0
auto fair inc,1,6000.0,6175.0,-175.0
lithia chrysler jeep dodge of eugene,3,2366.67,2541.67,-175.0
st. george auto gallery,1,1100.0,1275.0,-175.0
gils auto sales inc,1,2800.0,2975.0,-175.0
titlebucks/pelham 1,1,500.0,675.0,-175.0
titlemax/alexandria va4,1,350.0,525.0,-175.0
carcredit autogroup,1,5000.0,5175.0,-175.0
autodome ltd,14,25889.29,26064.29,-175.0
g & s auto brokers of buckhead  inc,1,900.0,1075.0,-175.0
great neck nissan llc,54,16769.44,16943.52,-174.07
nimnicht gmc,25,14948.0,15122.0,-174.0
safford kia of fredericksburg,14,7282.14,7455.36,-173.21
conway chry dodge jeep inc,13,8207.69,8380.77,-173.08
brooklyn pk automotive inc,23,7563.04,7735.87,-172.83
all american chev of san angelo,11,4436.36,4609.09,-172.73
rick hendrick jeep chrys dodge ram fiat,86,5006.98,5179.36,-172.38
enterprise motorcars inc,9,28338.89,28511.11,-172.22
lease plan usa,4402,11343.42,11514.55,-171.13
trois-rivieres hyundai,17,3400.0,3570.59,-170.59
mercedes benz of sarasota,41,7678.05,7848.17,-170.12
ahfc/honda lease trust/hvt  inc. eot,6069,14117.3,14287.24,-169.94
braeger chevrolet,90,8631.11,8800.83,-169.72
nissan marshlling,109,16511.01,16680.05,-169.04
d&m leasing,373,11745.58,11914.61,-169.03
david mcdavid honda,48,14831.25,15000.0,-168.75
lexus of marin,12,6037.5,6206.25,-168.75
romeo chevrolet buick gmc llc,27,16605.56,16774.07,-168.52
honda west,46,7238.04,7406.52,-168.48
cowles ford inc,106,4199.76,4368.16,-168.4
onemain rem/jmp motors llc,11,8709.09,8877.27,-168.18
royal motors inc,7,6085.71,6253.57,-167.86
financial services remarketing (lease),6009,29056.65,29224.4,-167.75
innovative auto llc,470,12231.49,12399.15,-167.66
briggs auto group inc,51,17547.06,17714.22,-167.16
stevens point honda,3,10933.33,11100.0,-166.67
piazza honda of philadelphia,3,23400.0,23566.67,-166.67
grenier chrysler dodge jeep inc,3,19533.33,19700.0,-166.67
automotive capital resources,6,1412.5,1579.17,-166.67
northtown vplr,3,26416.67,26583.33,-166.67
elite auto sales llc,3,18816.67,18983.33,-166.67
clearview fcu,3,8533.33,8700.0,-166.67
reliable rent a car,3,7500.0,7666.67,-166.67
merchants leasing,330,11394.55,11560.68,-166.14
the collection,447,29935.91,30100.67,-164.77
pinellas fcu,20,7295.0,7458.75,-163.75
volkswagen credit inc/sc,289,19512.98,19676.56,-163.58
felix chevrolet & cadillac,47,6053.72,6216.49,-162.77
orlando motors inc,4,19875.0,20037.5,-162.5
memorial credit union,2,2150.0,2312.5,-162.5
e z credit autos,2,900.0,1062.5,-162.5
coastal finance co/fuquay-varina,2,4500.0,4662.5,-162.5
astorg ford lincoln mercury,8,24487.5,24650.0,-162.5
prime west finance,2,6350.0,6512.5,-162.5
avis rent a car/mobile,4,12650.0,12812.5,-162.5
good deal car company,2,10350.0,10512.5,-162.5
adam car sales inc,2,3025.0,3187.5,-162.5
tdk automotive llc,2,8200.0,8362.5,-162.5
downey nissan,4,10650.0,10812.5,-162.5
ht automotive llc,158,6321.52,6483.86,-162.34
dave dennis inc,21,23009.52,23171.43,-161.9
rick case honda,28,22300.0,22461.61,-161.61
primeritus remarketing/coastal fcu,123,11185.37,11345.93,-160.57
remarketing by ge/carolina fcu,5,9880.0,10040.0,-160.0
autonation chevrolet highway 6,5,3100.0,3260.0,-160.0
huntington beach auto buyers,15,7910.0,8070.0,-160.0
a & n auto sales inc,62,14287.9,14447.58,-159.68
hendrick toyota scion north charleston,115,4950.87,5109.57,-158.7
wheel deal incorporated,3,5450.0,5608.33,-158.33
ford of clinton,3,2900.0,3058.33,-158.33
auto thrift,3,5900.0,6058.33,-158.33
genisys credit union,3,6266.67,6425.0,-158.33
autonation chevrolet gulf freeway,12,7008.33,7166.67,-158.33
lafontaine cadillac buick gmc inc,74,6661.49,6819.59,-158.11
joyce motors corp,62,15532.26,15689.92,-157.66
budget rent a car/salt lake city,75,24872.67,25030.0,-157.33
heiser chevrolet inc,7,6978.57,7135.71,-157.14
gurley leep buick gmc cadillac gm giant,11,22645.45,22802.27,-156.82
titlemax/cincinnati oh1,4,1406.25,1562.5,-156.25
perrines buick pontiac gmc,4,8100.0,8256.25,-156.25
prince frederick chrysler jeep dodge inc,88,5140.34,5296.59,-156.25
toyota of tampa bay,4,20975.0,21131.25,-156.25
land rover fort lauderdale,13,7423.08,7578.85,-155.77
brookside motors llc,35,20018.57,20174.29,-155.71
enterprise car sales/orange,115,3168.7,3324.35,-155.65
preston motors inc,28,7396.43,7551.79,-155.36
lexus of tampa bay,84,7047.62,7202.68,-155.06
infinity auto sales llc,16,10875.0,11029.69,-154.69
atlanta auto brokers inc,6,3866.67,4020.83,-154.17
metro auto sales,6,7216.67,7370.83,-154.17
goldstein buick gmc,6,7400.0,7554.17,-154.17
beaver toyota of st augustine,51,3678.43,3832.35,-153.92
autonation ford jacksonville,66,3299.24,3453.03,-153.79
nick mayer lincoln mercury inc,15,3160.0,3313.33,-153.33
awn sales ltd,16,7606.25,7759.38,-153.12
king hyundai,114,6351.32,6504.39,-153.07
hendrick mini,41,9182.93,9335.37,-152.44
mac churchhill auto mall,21,8461.9,8614.29,-152.38
hacienda ford,40,21120.0,21271.88,-151.88
autonation toyota north arlington,14,4223.21,4375.0,-151.79
nissan dealer blend/avis rent a car,17,13164.71,13316.18,-151.47
concord toyota,23,3882.61,4033.7,-151.09
ford motor company of canada,304,23764.8,23915.63,-150.82
bob's rentals inc/avis systems licensee,80,13449.38,13599.69,-150.31
primertus remarketing/haak auto,1,7300.0,7450.0,-150.0
nissan of newnan,2,20000.0,20150.0,-150.0
calens cars inc.,1,2000.0,2150.0,-150.0
bmw of atlantic city,10,8140.0,8290.0,-150.0
fairlane auto sales,1,4800.0,4950.0,-150.0
durango auto sales llc,1,12700.0,12850.0,-150.0
white house motor inc,1,14000.0,14150.0,-150.0
best used tires and auto sales inc,1,400.0,550.0,-150.0
luvic auto sales inc,1,4000.0,4150.0,-150.0
titlemax/el paso tx4,1,500.0,650.0,-150.0
paris auto sales inc,3,18833.33,18983.33,-150.0
all one motors llc,1,500.0,650.0,-150.0
principio auto group inc,1,1300.0,1450.0,-150.0
mercedes benz & porsche of jax,3,18200.0,18350.0,-150.0
elite acceptance corp,1,5250.0,5400.0,-150.0
car chase llc,2,28850.0,29000.0,-150.0
ancira eagle pass ford,2,24900.0,25050.0,-150.0
rover of orange,4,7012.5,7162.5,-150.0
community chevrolet inc,2,25950.0,26100.0,-150.0
carmall auto sales,1,14100.0,14250.0,-150.0
jerrys auto sales inc,2,30750.0,30900.0,-150.0
northwest consumer discount company,1,2600.0,2750.0,-150.0
dealer services of central florida inc,1,1800.0,1950.0,-150.0
c & c auto brokers,1,19400.0,19550.0,-150.0
