seller,sale_year,units_sold,total_revenue,avg_profit
alerce group llc,2015,3,24900.0,-1941.67
alex auto sales inc,2015,1,9700.0,-450.0
alex joel auto corp,2015,2,23700.0,-912.5
alex's autobody repair & sales,2015,1,21000.0,-1200.0
alexander automotive downtown franklin,2015,3,67800.0,500.0
alexander buick gmc cadillac,2015,2,39100.0,3050.0
alexander dodge chrysler jeep inc,2015,1,32100.0,900.0
alexander family pont buick olds gmc truck inc,2015,2,42800.0,-137.5
alexander nissan inc,2015,2,36100.0,-1350.0
alexander pont buick cadi gmc tk inc,2014,2,30800.0,200.0
alexander pont buick cadi gmc tk inc,2015,2,27000.0,400.0
alexander r antkowiak auto sales,2015,14,109250.0,467.86
alexander subaru inc,2015,5,60500.0,480.0
alexander the great inc,2014,1,2200.0,525.0
alexandria motor company,2015,2,35800.0,-925.0
alexandria toyota inc,2014,1,16100.0,700.0
alexandria toyota inc,2015,3,66450.0,1216.67
alexandria volkswagen,2015,12,169300.0,222.92
alexia motors inc,2015,1,12200.0,-150.0
alexis automotive llc,2015,1,4100.0,-1325.0
alfa auto sales inc,2015,1,10600.0,1900.0
alfa romeo and fiat of omaha,2015,1,2700.0,-1375.0
alford auto sales,2014,2,12300.0,1300.0
alford auto sales,2015,2,11800.0,312.5
alhambra credit union,2015,3,26300.0,-975.0
ali auto sales,2014,1,4700.0,600.0
all 4 u motors llc,2015,1,800.0,200.0
all about auto sales inc,2014,1,1700.0,-725.0
all about auto wholesale llc,2015,1,2200.0,400.0
all american auto mart inc,2015,1,25500.0,-100.0
all american autohaus inc.,2015,3,50600.0,-541.67
all american chev of san angelo,2014,11,48800.0,-172.73
all american chevrolet inc,2015,4,72100.0,-900.0
all american chevrolet of killeen,2014,29,210600.0,-475.0
all american chevrolet of midland,2014,3,19100.0,-1291.67
all american chevrolet of midland,2015,32,377550.0,-1295.31
all american chevrolet of odessa,2015,1,3700.0,-3025.0
all american chrysler jeep dodge of midland,2014,2,27500.0,-3000.0
all american chrysler jeep dodge of san angelo,2014,5,20850.0,-785.0
all american ford inc,2014,11,56350.0,-727.27
all american ford inc,2015,64,566350.0,-321.88
all american ford of kingston llc,2014,4,22550.0,581.25
all american ford of kingston llc,2015,33,327750.0,-351.52
all american ford/subaru,2014,11,76950.0,-188.64
all american ford/subaru,2015,111,943400.0,-282.21
all american imports,2014,5,15450.0,-260.0
all american imports,2015,2,5650.0,1275.0
all american leasing inc,2014,1,6000.0,-500.0
all american leasing inc,2015,2,12400.0,450.0
all auto financial,2014,1,2800.0,250.0
all auto financial,2015,2,3700.0,-2112.5
all auto imports inc,2014,9,167700.0,997.22
all auto imports inc,2015,54,1124200.0,1497.22
all car canada,2015,1,29800.0,-2100.0
all car care,2014,3,49500.0,-433.33
all car leasing inc,2014,14,211400.0,448.21
all car leasing inc,2015,178,2410000.0,93.4
all cars inc,2014,4,7650.0,-1293.75
all cars llc,2015,1,7000.0,-975.0
all county leasing inc,2014,2,18550.0,-2300.0
all county leasing inc,2015,2,5200.0,-675.0
all in auto sales inc,2014,1,500.0,-650.0
all in auto sales inc,2015,1,2000.0,50.0
all kind motors,2015,2,15900.0,-2162.5
all makes auto sales inc,2014,2,19400.0,-2025.0
all makes auto sales inc,2015,1,7600.0,-1150.0
all one motors llc,2014,1,500.0,-150.0
all out powersports,2015,1,62400.0,4700.0
all pbc auto sales corp,2015,3,12600.0,116.67
all pro enterprises,2015,1,5500.0,850.0
all pro leasing,2015,2,57200.0,650.0
all pro sales & leasing inc,2014,1,29500.0,-1500.0
all pro sales & leasing inc,2015,6,115500.0,1200.0
all season motors corp,2015,3,63400.0,1450.0
all star autos,2014,6,26850.0,395.83
all star autos,2015,4,20500.0,1287.5
all star dodge chrysler jeep,2015,3,57700.0,116.67
all star mitsubishi,2015,3,55900.0,-800.0
all stars auto,2015,1,16250.0,-200.0
all starz auto center inc,2015,1,1900.0,-625.0
all state motor inc,2014,2,30000.0,-1225.0
all state motor inc,2015,66,1162200.0,1154.17
all technology recovery,2014,1,700.0,-350.0
all under 8 llc,2015,5,5550.0,-1055.0
all-trade auto x change inc,2015,4,92750.0,-437.5
allan a hornbeck chevrolet sales inc,2015,5,80000.0,-390.0
allan auto sales llc,2014,1,800.0,-1800.0
allan auto sales llc,2015,1,4000.0,-1725.0
allan nott honda,2015,2,21600.0,-675.0
allard rental corporation,2015,19,160750.0,-2625.0
allcar leasing,2014,2,18800.0,-412.5
allcar leasing,2015,18,247300.0,-298.61
allegacy fcu,2014,1,7050.0,700.0
allegacy fcu,2015,10,121500.0,-220.0
allegiance credit union,2015,1,10500.0,-2400.0
allen cadillac gmc,2014,8,112550.0,337.5
allen cadillac gmc,2015,38,539900.0,-149.34
allen samuels chrysler dodge jeep ram,2015,15,124400.0,-606.67
allen turner hyundai,2015,2,37300.0,-400.0
alliance automotive marketing,2014,2,30500.0,325.0
alliance automotive marketing,2015,8,145500.0,1209.38
alliance catholic credit union,2014,1,700.0,-1900.0
alliance catholic credit union,2015,1,10000.0,-2150.0
alliance credit union,2015,9,84250.0,-1336.11
alliance motor cars,2014,13,88800.0,238.46
alliance motor cars,2015,11,44900.0,-345.45
alliant credit union,2014,1,12500.0,-350.0
alliant credit union,2015,1,3000.0,-7300.0
allied acceptance corp,2014,2,13000.0,525.0
allied acceptance corp,2015,7,52300.0,-289.29
allied cash advance,2014,3,1675.0,-950.0
allied cash advance,2015,9,16925.0,-755.56
allied cash advance c/o axcess recovery,2015,2,4150.0,150.0
allied first bank,2014,1,2400.0,-650.0
allied first bank,2015,2,9400.0,50.0
allied rent a car,2015,7,69600.0,-603.57
allied solutions,2015,1,1900.0,-725.0
allstate auto llc,2015,3,32900.0,1108.33
allstate leasing,2014,1,16200.0,350.0
allstate leasing,2015,2,24100.0,-1987.5
allstate leasing & sales inc,2014,2,27500.0,150.0
allstate leasing & sales inc,2015,1,12500.0,150.0
allstate leasing inc,2015,3,22500.0,-358.33
allstate remarketing service inc,2015,10,130100.0,20.0
allstate vehicles inc,2014,1,4500.0,-800.0
allston auto brokers,2015,1,2900.0,-1900.0
ally,2014,74,924500.0,-996.96
ally,2015,578,8287350.0,-767.69
ally smartlane dealers,2014,1,10900.0,650.0
ally smartlane dealers,2015,32,610600.0,839.06
ally/roseville,2015,11,173800.0,-481.82
allyns specialty cars,2015,1,4200.0,-650.0
aloha pacific fcu,2015,2,12500.0,-3737.5
alpha auto sales corp,2015,1,17200.0,-1400.0
alpha auto wholesale,2015,2,11400.0,-200.0
alpha international,2014,1,7100.0,450.0
alpha omega auto sales,2015,1,3800.0,1100.0
alphera financial services/div of bmw canada inc,2015,2,29600.0,-2225.0
alphorn ford lincoln,2015,2,13500.0,-3975.0
alpine buick gmc llc,2014,5,30400.0,-1715.0
alpine buick gmc llc,2015,1,19300.0,-1200.0
als linc merc inc,2014,3,11900.0,-1075.0
alse auto,2014,1,33500.0,-3000.0
alse auto,2015,3,77750.0,2050.0
alta vista auto,2015,1,2600.0,-300.0
alternative enterprises inc,2014,3,65700.0,-1383.33
alternative enterprises inc,2015,45,739300.0,698.33
alternative financial group inc,2015,1,29000.0,3600.0
altier credit union,2014,1,4600.0,-1550.0
altier credit union,2015,4,54100.0,-1437.5
alton motor group inc,2015,1,2000.0,250.0
altoona honda,2014,1,7300.0,975.0
altoona honda,2015,4,56200.0,-18.75
altra cargo inc,2015,1,2600.0,275.0
altra federal credit union,2015,1,7200.0,-2075.0
altura credit union,2015,2,8000.0,-775.0
alvand auto sales inc,2014,7,38400.0,-182.14
alvand motor inc,2014,1,600.0,-25.0
alvarez lincoln mercury jaguar,2015,1,15900.0,-1350.0
am auto,2014,1,5500.0,1425.0
am ko auto inc,2015,1,2900.0,-3275.0
amaan motors llc,2015,4,23600.0,156.25
amans auto field inc,2015,3,30600.0,-1450.0
amarillo national bank,2015,3,15800.0,-7783.33
amazing auto sales llc,2015,1,19500.0,2650.0
amazing luxury cars,2015,5,81250.0,-110.0
ambar motors inc,2014,3,87000.0,233.33
ambar motors inc,2015,71,2247500.0,1450.7
amber auto,2014,9,55800.0,-1080.56
amber auto,2015,66,434700.0,-283.33
amber auto sales inc,2015,1,14400.0,1200.0
amc finance/auto masters credit,2015,1,3700.0,575.0
amco llc,2015,1,5900.0,-2000.0
amco motor sales,2015,1,76250.0,-750.0
amd motors,2014,5,15950.0,-800.0
america's car-mart,2015,1,500.0,-1600.0
america's finance group,2015,4,30500.0,-918.75
america's first fcu,2015,1,8900.0,2550.0
america's united financial llc,2015,36,101950.0,-377.78
american auto,2014,3,5500.0,-783.33
american auto & body,2014,1,3300.0,-1900.0
american auto brokers inc,2014,33,395750.0,768.18
american auto brokers inc,2015,82,1952500.0,1366.46
american auto finance,2014,8,34300.0,-443.75
american auto finance,2015,58,258950.0,-793.53
american auto financing,2015,1,4600.0,-600.0
american auto financing auto inc,2015,1,5600.0,475.0
american auto financing inc,2015,1,5200.0,-100.0
american auto sales,2014,2,7900.0,-775.0
american auto sales,2015,2,43850.0,175.0
american auto sales inc,2014,4,96000.0,1350.0
american auto sales inc,2015,18,436750.0,1608.33
american auto sales of greenville,2014,2,4700.0,212.5
american auto-rama inc,2014,1,6300.0,2400.0
american auto-rama inc,2015,4,38900.0,1331.25
american bank,2015,4,50800.0,-2218.75
american bank auto liquidators,2014,20,521600.0,-22.5
american bank auto liquidators,2015,265,6620450.0,509.06
american bank of the north,2015,1,5500.0,-400.0
american bodywork & collision,2014,4,5150.0,-737.5
american bodywork & collision,2015,5,5650.0,-1335.0
american capital asset management,2015,9,66150.0,-411.11
american car center,2015,1,1000.0,-1025.0
american car finance inc,2014,3,33750.0,-6183.33
american car finance inc,2015,17,167750.0,-2714.71
american car systems group inc,2014,1,700.0,-100.0
american credit acceptance,2015,2,5150.0,-1200.0
american credit acceptance llc,2015,1,275.0,-1125.0
american dream auto sales,2014,2,7750.0,-462.5
american eagle auto sales and services llc,2014,2,2100.0,-325.0
american eagle automotive llc,2015,12,15450.0,-933.33
american eagle bank,2015,4,24500.0,-2556.25
american electric power,2015,1,1400.0,-3300.0
american electric power service,2015,4,9700.0,-612.5
american export pre owned automobile llc,2014,1,4100.0,675.0
american export pre owned automobile llc,2015,1,11300.0,-900.0
american federal savings bank,2015,1,2600.0,-2050.0
american finance,2015,1,6400.0,-875.0
american finance & association corp,2015,6,83050.0,-950.0
american finance corporation,2015,2,5600.0,-762.5
american financial,2015,11,56200.0,-2329.55
american financial inc,2014,1,1800.0,-1200.0
american financial inc,2015,3,19400.0,-1050.0
american first fcu,2014,1,11300.0,-300.0
american first fcu,2015,2,5600.0,-2012.5
american fleet leasing,2014,9,116200.0,-2116.67
american fleet leasing,2015,24,385200.0,-3387.5
american heritage,2015,1,19400.0,-3000.0
american heritage federal credit union,2015,1,5000.0,-1600.0
american honda fin/honda lse trust/hvt inc/inet,2015,2,51550.0,-2125.0
american honda motor company,2014,52,1306600.0,527.88
american honda motor company,2015,181,4552900.0,188.54
american honda motor company (buybacks),2014,2,28000.0,-2050.0
american honda motor company (buybacks),2015,7,131000.0,-2678.57
american international finance,2014,1,2200.0,-2325.0
american international finance,2015,5,26500.0,-445.0
american leasing and sales,2015,1,4300.0,1200.0
american leasing/northstar,2015,12,168200.0,-120.83
american lending solutions,2015,2,800.0,-500.0
american motor credit llc,2015,1,5800.0,275.0
american motor group,2015,21,336200.0,-1517.86
american motors,2015,1,13000.0,-900.0
american national bank,2014,7,53300.0,-250.0
american national bank,2015,27,249400.0,-545.37
american recovery service inc,2015,1,1200.0,100.0
american recovery services,2015,1,7800.0,-650.0
american recovery specialist,2015,1,5300.0,-1050.0
american red cross/lehigh valley,2015,1,200.0,-475.0
american resources financial llc,2014,1,8600.0,-2300.0
american resources financial llc,2015,2,43050.0,150.0
american road insurance company,2015,1,4000.0,-7850.0
american road leasing inc,2014,14,217050.0,1085.71
american road leasing inc,2015,183,2768600.0,491.67
american sales & leasing inc,2015,2,22500.0,-312.5
american united family credit union,2015,9,55400.0,427.78
american van rental,2015,12,213000.0,166.67
american wholesalers inc,2015,1,11250.0,400.0
americar of rivergate  inc.,2014,1,7800.0,-325.0
americar sales inc,2015,1,11200.0,850.0
americars international llc,2014,1,3300.0,-450.0
americas automotive,2015,1,11900.0,100.0
amery chevrolet inc,2014,2,8100.0,-187.5
amf solutions,2015,1,10800.0,-750.0
amg auto traders,2015,4,61550.0,912.5
amherst autoplace inc,2015,7,95800.0,403.57
amigo auto sales,2014,2,69250.0,-1575.0
amigo auto sales,2015,42,588040.0,350.36
amigo auto sales inc,2015,8,36100.0,-1071.88
amir motors,2014,1,10900.0,-1300.0
amis car export,2015,1,12800.0,2800.0
amoco fcu,2015,1,3600.0,-475.0
amro -auction sale unit,2014,3,14800.0,-9483.33
amro -auction sale unit,2015,20,192200.0,-7632.5
amros wholesales,2015,2,54500.0,-7200.0
ams financial group/auto king inc/sensible car r,2014,4,6150.0,-981.25
ams financial group/auto king inc/sensible car r,2015,29,87200.0,-921.55
ana car sale,2014,1,500.0,-75.0
anaheim auto finance,2015,2,4100.0,412.5
anaheim mitsubishi,2015,26,221500.0,900.0
anaheim pre owned cars,2014,2,5500.0,-300.0
anaheim pre-owned cars,2015,5,13750.0,245.0
anastos motors inc,2014,1,2700.0,-325.0
ancaster toyota,2014,3,13750.0,550.0
ancaster toyota,2015,2,7500.0,-562.5
anchor finance,2015,1,4700.0,-175.0
anchor motors limited,2015,1,5800.0,-900.0
ancira chrysler jeep dodge,2014,8,126600.0,-875.0
ancira chrysler jeep dodge,2015,7,136700.0,57.14
ancira eagle pass ford,2015,2,49800.0,-150.0
ancira nissan inc,2015,1,2600.0,-325.0
ancor financing inc,2015,6,49700.0,-2212.5
anderson automotive group inc,2015,4,98900.0,-2206.25
anderson brothers bank,2015,2,12100.0,-2425.0
anderson chrysler jeep dodge,2014,6,61750.0,670.83
anderson chrysler jeep dodge,2015,2,26000.0,1425.0
anderson ford lincoln,2014,4,86450.0,56.25
anderson ford lincoln,2015,10,210300.0,162.5
anderson koch ford inc,2015,2,10300.0,-562.5
anderson motor company of crystal lake inc,2015,2,53400.0,-225.0
anderson motors,2015,2,70400.0,700.0
anderson pont buick olds gmc inc,2015,1,23400.0,-3800.0
anderson rockriver ford,2015,3,53500.0,2066.67
anderson toyota scion,2014,3,58500.0,-666.67
anderson toyota scion,2015,4,57200.0,-862.5
anderson truck & trailer,2015,1,40500.0,3400.0
andrew thomas motorcars,2014,38,392600.0,871.71
andrew thomas motorcars,2015,353,3787500.0,871.25
andrews fcu,2014,2,23500.0,-500.0
andrews fcu,2015,17,172350.0,-1185.29
andrey's auto repair corp,2014,1,4400.0,-1725.0
andrey's auto repair corp,2015,2,28400.0,2775.0
andy cothern auto sales,2015,1,24700.0,600.0
andy glockner honda toyota,2015,1,16600.0,1150.0
andys auto sales,2014,5,7700.0,-180.0
ang auto sales,2015,1,12500.0,-3350.0
angel motors,2015,2,2100.0,-2187.5
animal protective association of missouri,2014,1,800.0,250.0
ank automotive llc,2015,1,8000.0,-575.0
ank import export,2014,3,8550.0,291.67
ank import export,2015,9,24800.0,336.11
ankrom auto llc,2015,1,23900.0,700.0
anm collision center inc,2014,1,4200.0,-2375.0
anm collision center inc,2015,1,3500.0,-50.0
ann arbor acura hyundai,2015,1,28000.0,5300.0
anna jonesboro motor co inc,2015,2,15600.0,1300.0
annapolis hyundai,2015,62,256275.0,-122.58
annapolis subaru inc,2015,92,280650.0,-122.83
annapolis used cars wholesale inc,2014,4,22600.0,-243.75
annapolis used cars wholesale inc,2015,3,14400.0,-541.67
annapolis volvo,2015,16,46900.0,189.06
annapolis volvo subaru,2014,1,12800.0,550.0
annapolis volvo subaru,2015,29,72750.0,-12.07
anoka hennepin credit union,2015,1,21600.0,-1400.0
answer one motors,2015,6,70200.0,45.83
anthony auto care inc,2014,1,400.0,-775.0
anthony auto sales,2014,1,17600.0,-550.0
anthony motor cars llc,2014,1,350.0,-4825.0
anthony underwood automotive,2014,3,23800.0,-991.67
anthonys auto llc,2015,1,15000.0,-750.0
antiek journeys inc,2015,6,194000.0,-466.67
antwerpen auto world llc,2015,1,300.0,-775.0
antwerpen hyundai,2015,2,500.0,-625.0
antwerpen security nissan,2015,3,21250.0,-383.33
antwerpens toyota village,2015,3,44150.0,-641.67
any all wheels sales llc,2015,1,1000.0,-850.0
anytime auto group,2015,2,7400.0,625.0
apco employees credit union,2014,1,1800.0,-275.0
apco employees credit union,2015,1,14200.0,-400.0
apex auto wholesale - gary,2014,18,141600.0,663.89
apex auto wholesale - gary,2015,3,69600.0,1016.67
apex auto wholesalers/apex auto lease,2014,1,6900.0,-8050.0
apex auto wholesalers/apex auto lease,2015,1,27900.0,100.0
apex automotive llc,2015,6,73450.0,1058.33
apex car rental corp,2015,2,9500.0,-12.5
apex fcu,2015,1,3500.0,-1500.0
apex financial credit union,2015,2,12800.0,-2512.5
apex fleet as agent or assignee of gecfs,2014,6,70900.0,58.33
apex fleet as agent or assignee of gecfs,2015,38,402200.0,-1059.21
apexcars net,2014,57,445175.0,559.65
apexcars net,2015,89,1273150.0,946.91
apollo auto finance llc,2014,1,10500.0,-50.0
apollo auto finance llc,2015,2,52500.0,-125.0
apollo auto sales inc,2015,1,4000.0,-2575.0
apollo beach auto sales llc,2014,1,2100.0,-950.0
apollo vw subaru,2015,4,69300.0,-462.5
appalachian tire & auto service center,2015,1,6500.0,750.0
apperson enterprises llc,2014,1,1300.0,-225.0
apple acura subaru,2014,1,15500.0,-4500.0
apple acura subaru,2015,2,22550.0,-525.0
apple auto sales,2015,2,8400.0,-550.0
apple bmw of york,2015,3,84500.0,-1583.33
apple chev buick of northfield,2014,2,22400.0,300.0
apple chev olds east,2015,1,16000.0,-500.0
apple chevrolet apple cadillac,2014,1,12000.0,-1850.0
apple chevrolet apple cadillac,2015,2,39200.0,2950.0
apple chevrolet inc,2014,9,52700.0,305.56
apple chevrolet inc,2015,1,28100.0,-600.0
apple chrysler dodge jeep ram of hanover,2015,2,21700.0,-1275.0
apple fcu,2014,6,59900.0,-3129.17
apple fcu,2015,88,793000.0,-742.05
apple ford,2015,4,93700.0,-525.0
apple ford inc,2014,2,27200.0,600.0
apple ford inc,2015,14,231350.0,-337.5
apple ford of shakopee,2014,2,6800.0,-912.5
apple ford of shakopee,2015,2,9000.0,1000.0
apple honda,2015,6,78050.0,866.67
apple honda isuzu chrysler plymouth,2015,12,126200.0,-1177.08
apple nissan inc,2015,1,12500.0,2100.0
apple used autos shakopee,2014,1,5200.0,300.0
apple valley ford linc merc,2014,2,5750.0,-3225.0
applied auto sales llc,2015,1,19200.0,100.0
approved auto of america,2015,1,2000.0,-1550.0
aps rent a car & leasing,2014,10,54650.0,142.5
aps rent a car & leasing,2015,112,718800.0,345.98
aq motors,2014,4,39900.0,187.5
aq motors,2015,3,17925.0,-450.0
ar auto sales,2014,2,11000.0,-1550.0
ar auto sales,2015,9,68650.0,-225.0
ar motorsport,2014,1,9600.0,725.0
arapahoe credit union,2014,1,13100.0,250.0
arapahoe hyundai llc,2015,1,450.0,-275.0
arax inc,2015,1,29700.0,-1300.0
arb/psi return,2015,1,29500.0,-1000.0
arc financial,2014,5,27300.0,-790.0
arc financial,2015,20,94650.0,-1052.5
arcadia chevrolet buick inc.,2015,115,1637150.0,130.65
arcadia motors inc,2014,1,13800.0,-3300.0
arcadia motors inc,2015,7,92200.0,1000.0
arch auto sales,2014,2,10700.0,250.0
arch auto sales,2015,4,72600.0,325.0
archer-perdue suzuki,2015,6,84400.0,320.83
archie outlet auto sales,2014,2,14200.0,1300.0
archie outlet auto sales,2015,18,174800.0,-256.94
area 51 truck & auto sales llc,2015,9,165700.0,630.56
arg,2015,4,38300.0,1950.0
arg inc,2014,35,416750.0,-136.43
arg inc,2015,226,2895150.0,158.85
ari,2014,224,2020175.0,-211.61
ari,2015,1673,15862200.0,-310.73
ari/community loans of america,2015,1,2850.0,-675.0
ariana motors inc,2015,1,600.0,-3050.0
aristocrat motors,2015,7,130900.0,292.86
arizona auto resource,2015,3,40300.0,-566.67
arizona auto sales inc,2014,2,14150.0,-687.5
arizona auto sales inc,2015,69,678250.0,157.25
arizona capital fins llc,2015,1,5150.0,-1275.0
arizona central credit union,2015,8,97400.0,-837.5
arizona federal credit union,2015,1,2200.0,-1100.0
arizona motor sales  llc,2015,1,11800.0,2250.0
arizona specialty motors,2014,2,51300.0,2000.0
arizona state credit union,2015,1,11500.0,350.0
arlington auto sales & leasing inc,2015,2,37600.0,-1325.0
arlington autos inc,2014,1,2300.0,-475.0
arlington community federal community union,2015,1,1800.0,-500.0
arlington hgts chry dod jeep,2014,24,148375.0,-67.71
arlington hgts chry dod jeep,2015,100,974300.0,38.5
arlington lexus in palatine,2015,4,55100.0,-531.25
arlington motors  inc.,2015,1,15000.0,1100.0
armed forces bank,2015,1,800.0,-2150.0
arms across america,2014,1,6500.0,725.0
arms across america,2015,13,142200.0,-842.31
